nomZona;edad;sexe;nacionalitat;quantitat
TARRAGONA;9;H;ESTRANGER;75
SANT SALVADOR;11;D;ESTRANGER;17
CALA ROMANA;42;H;ESPANYA;6
ARRABASSADA I SAVINOSA;54;D;ESTRANGER;1
ARRABASSADA I SAVINOSA;35;D;ESPANYA;17
TAMARIT;13;H;ESTRANGER;4
MONNARS;8;D;ESPANYA;12
CALA ROMANA;62;D;ESTRANGER;1
CALA ROMANA;62;H;ESPANYA;9
TAMARIT;100;D;ESPANYA;1
BONAVISTA;21;H;ESTRANGER;26
CAMPSA;56;D;ESPANYA;10
MONTGONS (ELS);25;D;ESPANYA;10
CAMPSA;13;H;ESTRANGER;3
TORREFORTA;85;D;ESPANYA;23
MONTGONS (ELS);63;D;ESTRANGER;2
FERRAN;39;H;ESPANYA;1
MONTGONS (ELS);27;D;ESPANYA;8
SANT PERE I SANT PAU;77;H;ESTRANGER;1
PINEDES (LES);29;H;ESTRANGER;1
MONTGONS (ELS);37;H;ESTRANGER;9
SANT PERE I SANT PAU;7;D;ESPANYA;60
FERRAN;31;D;ESPANYA;1
TARRAGONA;89;D;ESTRANGER;4
MONTGONS (ELS);64;H;ESPANYA;12
CALA ROMANA;39;D;ESTRANGER;4
MONTGONS (ELS);51;D;ESTRANGER;3
SANT SALVADOR;24;D;ESTRANGER;17
CAMPSA;41;H;ESTRANGER;10
MONNARS;60;D;ESPANYA;7
TARRAGONA;6;H;ESPANYA;217
MONTGONS (ELS);65;D;ESTRANGER;3
BONAVISTA;7;H;ESPANYA;47
SANT SALVADOR;7;H;ESTRANGER;7
OLIVA (L`);34;D;ESPANYA;2
BOSCOS DE TARRAGONA (ELS);6;H;ESPANYA;6
CAMPSA;6;D;ESPANYA;5
MONNARS;71;D;ESTRANGER;2
CALA ROMANA;38;D;ESPANYA;5
SANT SALVADOR;80;D;ESPANYA;13
ARRABASSADA I SAVINOSA;6;H;ESTRANGER;5
TARRAGONA;86;H;ESTRANGER;5
MONTGONS (ELS);7;D;ESPANYA;13
CAMPSA;7;H;ESTRANGER;8
TAMARIT;32;D;ESPANYA;3
CAMPSA;37;H;ESPANYA;4
TORREFORTA;5;H;ESTRANGER;30
ARRABASSADA I SAVINOSA;23;H;ESTRANGER;3
PINEDES (LES);38;H;ESPANYA;1
SANT SALVADOR;6;D;ESTRANGER;21
MONTGONS (ELS);29;D;ESTRANGER;5
CALA ROMANA;7;H;ESPANYA;1
BOSCOS DE TARRAGONA (ELS);69;H;ESPANYA;14
SANT SALVADOR;16;D;ESTRANGER;15
TORREFORTA;5;D;ESTRANGER;30
SANT SALVADOR;77;H;ESTRANGER;1
MONNARS;54;H;ESTRANGER;2
BONAVISTA;4;D;ESPANYA;36
BOSCOS DE TARRAGONA (ELS);51;H;ESTRANGER;1
CAMPSA;70;D;ESPANYA;8
CALA ROMANA;4;H;ESPANYA;4
SANT SALVADOR;3;H;ESPANYA;34
MONTGONS (ELS);3;H;ESPANYA;9
MONNARS;44;D;ESTRANGER;2
MONNARS;28;H;ESTRANGER;1
CAMPSA;5;H;ESTRANGER;1
MONTGONS (ELS);34;D;ESPANYA;9
TAMARIT;43;H;ESTRANGER;3
CAMPSA;3;H;ESPANYA;5
BONAVISTA;72;H;ESTRANGER;3
ARRABASSADA I SAVINOSA;45;D;ESTRANGER;2
TARRAGONA;18;D;ESTRANGER;75
BONAVISTA;80;H;ESPANYA;16
BONAVISTA;91;D;ESPANYA;12
CAMPSA;29;D;ESPANYA;5
CALA ROMANA;87;D;ESPANYA;2
TAMARIT;29;H;ESTRANGER;1
TORREFORTA;95;D;ESPANYA;14
MONTGONS (ELS);4;D;ESPANYA;9
CAMPSA;64;H;ESTRANGER;3
MONTGONS (ELS);31;H;ESPANYA;9
SANT SALVADOR;10;D;ESTRANGER;14
ARRABASSADA I SAVINOSA;27;D;ESPANYA;9
BOSCOS DE TARRAGONA (ELS);64;H;ESPANYA;8
MONTGONS (ELS);68;D;ESPANYA;8
MONNARS;71;D;ESPANYA;10
MONNARS;25;D;ESPANYA;6
BOSCOS DE TARRAGONA (ELS);32;H;ESPANYA;3
FERRAN;32;H;ESPANYA;1
CALA ROMANA;67;D;ESPANYA;6
CALA ROMANA;31;D;ESPANYA;9
BOSCOS DE TARRAGONA (ELS);85;D;ESPANYA;1
FERRAN;47;D;ESPANYA;1
ARRABASSADA I SAVINOSA;89;H;ESPANYA;3
MONNARS;80;D;ESPANYA;2
MONTGONS (ELS);81;H;ESPANYA;3
MONTGONS (ELS);80;D;ESPANYA;9
CAMPSA;82;D;ESPANYA;4
CAMPSA;76;H;ESPANYA;10
MONTGONS (ELS);91;D;ESPANYA;3
CAMPSA;83;D;ESPANYA;4
CAMPSA;75;D;ESPANYA;11
FERRAN;78;H;ESPANYA;1
CAMPSA;89;D;ESPANYA;2
PINEDES (LES);91;H;ESPANYA;1
MONNARS;92;D;ESPANYA;2
CAMPSA;82;H;ESPANYA;3
SANT SALVADOR;106;D;ESPANYA;1
OLIVA (L`);53;D;ESPANYA;2
SANT SALVADOR;97;D;ESPANYA;2
SANT SALVADOR;98;D;ESPANYA;1
SANT PERE I SANT PAU;61;H;ESTRANGER;5
CALA ROMANA;34;D;ESPANYA;3
CALA ROMANA;36;H;ESTRANGER;3
CALA ROMANA;86;D;ESPANYA;2
BONAVISTA;90;D;ESPANYA;9
BOSCOS DE TARRAGONA (ELS);75;H;ESPANYA;3
BOSCOS DE TARRAGONA (ELS);79;H;ESPANYA;5
MONNARS;92;H;ESPANYA;1
BOSCOS DE TARRAGONA (ELS);87;H;ESPANYA;1
MONNARS;87;H;ESPANYA;1
TORREFORTA;97;H;ESPANYA;2
FERRAN;71;H;ESPANYA;2
FERRAN;73;H;ESPANYA;1
TORREFORTA;96;H;ESPANYA;1
BONAVISTA;97;D;ESPANYA;1
TAMARIT;53;D;ESTRANGER;3
TAMARIT;2;D;ESPANYA;4
PINEDES (LES);53;H;ESTRANGER;1
SANT SALVADOR;22;D;ESTRANGER;12
ARRABASSADA I SAVINOSA;31;D;ESTRANGER;5
SANT SALVADOR;76;H;ESTRANGER;2
OLIVA (L`);29;H;ESPANYA;1
MONTGONS (ELS);23;D;ESTRANGER;8
TAMARIT;11;H;ESTRANGER;3
OLIVA (L`);72;H;ESPANYA;1
SANT PERE I SANT PAU;78;D;ESTRANGER;3
CAMPSA;30;H;ESTRANGER;9
CAMPSA;7;D;ESPANYA;3
MONNARS;8;D;ESTRANGER;2
SANT PERE I SANT PAU;2;D;ESTRANGER;10
MONNARS;39;D;ESTRANGER;3
OLIVA (L`);11;D;ESPANYA;1
TAMARIT;7;H;ESTRANGER;3
TAMARIT;5;D;ESTRANGER;1
FERRAN;33;H;ESPANYA;2
SANT SALVADOR;80;H;ESTRANGER;1
SANT PERE I SANT PAU;89;D;ESTRANGER;1
MONTGONS (ELS);50;D;ESTRANGER;6
MONTGONS (ELS);16;D;ESTRANGER;4
TAMARIT;40;D;ESTRANGER;5
TAMARIT;33;D;ESTRANGER;2
CALA ROMANA;52;H;ESTRANGER;2
CALA ROMANA;32;H;ESTRANGER;1
CAMPSA;63;D;ESTRANGER;1
MONNARS;12;H;ESTRANGER;2
BONAVISTA;81;H;ESTRANGER;1
TORREFORTA;1;H;ESPANYA;52
CALA ROMANA;52;D;ESTRANGER;1
FERRAN;21;H;ESPANYA;1
CAMPSA;41;D;ESTRANGER;6
FERRAN;19;D;ESPANYA;1
TAMARIT;19;H;ESTRANGER;2
ARRABASSADA I SAVINOSA;73;D;ESTRANGER;2
CAMPSA;8;D;ESTRANGER;3
ARRABASSADA I SAVINOSA;27;H;ESTRANGER;4
CALA ROMANA;35;H;ESPANYA;2
MONTGONS (ELS);1;H;ESPANYA;6
BOSCOS DE TARRAGONA (ELS);1;H;ESPANYA;4
PINEDES (LES);19;H;ESPANYA;1
CAMPSA;11;H;ESTRANGER;3
CALA ROMANA;18;D;ESPANYA;6
CAMPSA;61;H;ESTRANGER;2
PINEDES (LES);41;H;ESTRANGER;1
MONNARS;35;D;ESTRANGER;1
BONAVISTA;18;H;ESTRANGER;12
FERRAN;6;D;ESPANYA;1
TAMARIT;42;D;ESTRANGER;1
CAMPSA;6;D;ESTRANGER;4
TORREFORTA;0;H;ESTRANGER;24
ARRABASSADA I SAVINOSA;0;D;ESPANYA;14
BONAVISTA;0;D;ESPANYA;27
OLIVA (L`);60;D;ESTRANGER;1
PINEDES (LES);37;H;ESPANYA;1
SANT PERE I SANT PAU;0;D;ESTRANGER;8
CALA ROMANA;16;D;ESTRANGER;1
BOSCOS DE TARRAGONA (ELS);2;H;ESPANYA;1
CAMPSA;82;D;ESTRANGER;1
CALA ROMANA;31;H;ESTRANGER;1
SANT SALVADOR;85;H;ESTRANGER;1
MONNARS;88;D;ESTRANGER;1
CALA ROMANA;59;H;ESTRANGER;1
ARRABASSADA I SAVINOSA;90;D;ESTRANGER;1
TAMARIT;72;H;ESTRANGER;1
CALA ROMANA;13;H;ESTRANGER;1
ARRABASSADA I SAVINOSA;8;H;ESTRANGER;2
PINEDES (LES);2;D;ESPANYA;1
PINEDES (LES);4;D;ESPANYA;1
CALA ROMANA;53;H;ESTRANGER;1
CALA ROMANA;63;D;ESTRANGER;1
TAMARIT;3;D;ESTRANGER;2
CAMPSA;61;D;ESTRANGER;1
TORREFORTA;35;H;ESPANYA;68
TORREFORTA;48;D;ESPANYA;168
TORREFORTA;38;H;ESPANYA;85
TARRAGONA;27;H;ESPANYA;284
SANT SALVADOR;64;H;ESPANYA;25
MONTGONS (ELS);55;H;ESTRANGER;8
TORREFORTA;61;D;ESPANYA;124
TARRAGONA;55;H;ESPANYA;387
SANT PERE I SANT PAU;54;D;ESPANYA;105
TAMARIT;62;H;ESPANYA;16
SANT SALVADOR;50;D;ESPANYA;38
SANT PERE I SANT PAU;58;H;ESPANYA;93
TARRAGONA;53;H;ESTRANGER;87
TARRAGONA;29;H;ESPANYA;311
MONTGONS (ELS);44;H;ESPANYA;16
BONAVISTA;60;D;ESPANYA;50
TORREFORTA;30;H;ESPANYA;83
TARRAGONA;24;H;ESPANYA;305
SANT SALVADOR;47;H;ESPANYA;57
BONAVISTA;63;D;ESPANYA;56
BONAVISTA;57;H;ESPANYA;62
BONAVISTA;32;H;ESPANYA;38
SANT PERE I SANT PAU;24;H;ESPANYA;83
TARRAGONA;72;D;ESPANYA;367
TARRAGONA;56;H;ESTRANGER;88
TARRAGONA;85;H;ESPANYA;89
CAMPSA;68;H;ESPANYA;7
SANT PERE I SANT PAU;80;H;ESPANYA;48
BONAVISTA;42;H;ESPANYA;42
SANT SALVADOR;58;H;ESPANYA;53
TORREFORTA;82;D;ESPANYA;58
MONTGONS (ELS);41;H;ESPANYA;13
TORREFORTA;72;D;ESPANYA;107
TARRAGONA;71;H;ESPANYA;293
TORREFORTA;80;D;ESPANYA;63
BOSCOS DE TARRAGONA (ELS);57;H;ESTRANGER;2
TORREFORTA;49;D;ESPANYA;129
SANT PERE I SANT PAU;93;H;ESPANYA;8
SANT SALVADOR;25;D;ESPANYA;21
TARRAGONA;29;D;ESPANYA;338
TORREFORTA;57;D;ESPANYA;138
TAMARIT;76;H;ESPANYA;9
SANT PERE I SANT PAU;47;H;ESPANYA;151
SANT PERE I SANT PAU;49;H;ESPANYA;131
TARRAGONA;28;H;ESPANYA;287
BONAVISTA;88;D;ESPANYA;12
BONAVISTA;23;H;ESPANYA;39
SANT PERE I SANT PAU;74;H;ESPANYA;43
TARRAGONA;23;H;ESPANYA;278
SANT PERE I SANT PAU;27;H;ESPANYA;64
TAMARIT;66;H;ESPANYA;10
TARRAGONA;52;H;ESTRANGER;84
TORREFORTA;69;H;ESPANYA;106
TORREFORTA;28;H;ESPANYA;96
MONTGONS (ELS);48;D;ESPANYA;20
SANT SALVADOR;68;D;ESPANYA;23
SANT PERE I SANT PAU;39;D;ESTRANGER;33
MONTGONS (ELS);49;D;ESPANYA;15
BONAVISTA;87;H;ESPANYA;10
TORREFORTA;45;H;ESPANYA;101
TORREFORTA;27;H;ESPANYA;105
BONAVISTA;43;D;ESPANYA;40
TORREFORTA;59;H;ESTRANGER;35
SANT PERE I SANT PAU;84;D;ESPANYA;42
SANT SALVADOR;41;H;ESPANYA;34
SANT PERE I SANT PAU;45;H;ESPANYA;122
TARRAGONA;43;H;ESPANYA;322
SANT PERE I SANT PAU;65;D;ESTRANGER;15
SANT PERE I SANT PAU;56;D;ESPANYA;97
TARRAGONA;53;D;ESTRANGER;101
SANT SALVADOR;22;H;ESPANYA;37
TAMARIT;23;D;ESPANYA;9
SANT PERE I SANT PAU;43;D;ESTRANGER;25
MONTGONS (ELS);57;D;ESPANYA;13
TAMARIT;59;H;ESPANYA;15
BOSCOS DE TARRAGONA (ELS);30;H;ESPANYA;5
ARRABASSADA I SAVINOSA;65;H;ESPANYA;22
CAMPSA;41;D;ESPANYA;8
TORREFORTA;61;D;ESTRANGER;27
TARRAGONA;23;D;ESTRANGER;124
BOSCOS DE TARRAGONA (ELS);57;D;ESPANYA;9
TARRAGONA;80;D;ESTRANGER;11
TARRAGONA;75;H;ESTRANGER;13
MONTGONS (ELS);68;H;ESPANYA;12
CAMPSA;50;H;ESPANYA;11
ARRABASSADA I SAVINOSA;82;H;ESPANYA;8
ARRABASSADA I SAVINOSA;77;D;ESPANYA;15
BONAVISTA;26;D;ESPANYA;28
SANT SALVADOR;44;D;ESPANYA;35
SANT SALVADOR;26;H;ESPANYA;26
TORREFORTA;36;H;ESPANYA;77
SANT PERE I SANT PAU;79;H;ESPANYA;41
MONTGONS (ELS);35;H;ESPANYA;7
MONNARS;54;H;ESPANYA;15
ARRABASSADA I SAVINOSA;59;H;ESPANYA;34
TORREFORTA;60;H;ESTRANGER;24
TORREFORTA;83;H;ESPANYA;31
TORREFORTA;74;D;ESPANYA;90
SANT PERE I SANT PAU;78;D;ESPANYA;45
MONNARS;54;D;ESPANYA;18
TARRAGONA;42;D;ESTRANGER;176
FERRAN;26;H;ESPANYA;3
FERRAN;23;H;ESPANYA;1
MONTGONS (ELS);78;H;ESPANYA;6
SANT SALVADOR;54;H;ESPANYA;41
ARRABASSADA I SAVINOSA;59;D;ESPANYA;20
BONAVISTA;44;D;ESPANYA;41
SANT SALVADOR;23;H;ESTRANGER;21
MONTGONS (ELS);51;H;ESPANYA;17
SANT PERE I SANT PAU;22;H;ESTRANGER;22
SANT SALVADOR;55;H;ESPANYA;44
ARRABASSADA I SAVINOSA;21;D;ESPANYA;27
SANT PERE I SANT PAU;37;D;ESPANYA;64
CAMPSA;40;H;ESPANYA;3
TORREFORTA;31;H;ESTRANGER;81
SANT SALVADOR;75;D;ESPANYA;18
CALA ROMANA;22;D;ESPANYA;4
TARRAGONA;62;H;ESTRANGER;44
CALA ROMANA;25;D;ESTRANGER;1
TORREFORTA;70;H;ESTRANGER;14
BONAVISTA;76;H;ESTRANGER;2
SANT SALVADOR;55;D;ESTRANGER;12
MONTGONS (ELS);31;D;ESTRANGER;7
CAMPSA;66;H;ESTRANGER;1
BONAVISTA;69;D;ESPANYA;44
MONNARS;84;H;ESPANYA;4
TORREFORTA;34;D;ESTRANGER;60
SANT SALVADOR;50;D;ESTRANGER;16
TAMARIT;49;H;ESPANYA;16
TORREFORTA;75;D;ESTRANGER;8
SANT SALVADOR;71;H;ESTRANGER;4
BONAVISTA;85;D;ESPANYA;18
SANT PERE I SANT PAU;38;D;ESTRANGER;28
TAMARIT;60;H;ESPANYA;14
BOSCOS DE TARRAGONA (ELS);22;D;ESPANYA;4
BOSCOS DE TARRAGONA (ELS);77;D;ESPANYA;5
MONTGONS (ELS);50;H;ESPANYA;28
MONTGONS (ELS);69;D;ESPANYA;12
CAMPSA;20;H;ESPANYA;6
TARRAGONA;20;H;ESTRANGER;124
MONTGONS (ELS);57;D;ESTRANGER;5
CAMPSA;62;H;ESTRANGER;3
BONAVISTA;76;H;ESPANYA;31
CAMPSA;59;H;ESTRANGER;2
TAMARIT;53;D;ESPANYA;17
SANT PERE I SANT PAU;42;H;ESTRANGER;34
TORREFORTA;39;D;ESTRANGER;75
SANT PERE I SANT PAU;62;H;ESTRANGER;12
BOSCOS DE TARRAGONA (ELS);70;H;ESPANYA;10
SANT PERE I SANT PAU;44;H;ESTRANGER;33
SANT SALVADOR;52;D;ESTRANGER;17
SANT SALVADOR;83;D;ESTRANGER;1
SANT SALVADOR;47;H;ESTRANGER;33
SANT SALVADOR;43;D;ESTRANGER;30
SANT SALVADOR;53;H;ESTRANGER;12
SANT PERE I SANT PAU;72;D;ESTRANGER;3
SANT PERE I SANT PAU;73;D;ESTRANGER;5
MONTGONS (ELS);20;H;ESPANYA;19
CALA ROMANA;50;D;ESPANYA;8
MONTGONS (ELS);20;D;ESPANYA;11
SANT SALVADOR;65;D;ESPANYA;35
BONAVISTA;71;D;ESPANYA;29
MONTGONS (ELS);38;D;ESPANYA;10
TORREFORTA;73;D;ESTRANGER;12
TAMARIT;49;D;ESPANYA;15
TAMARIT;52;D;ESPANYA;18
TARRAGONA;37;D;ESTRANGER;191
CALA ROMANA;58;D;ESTRANGER;2
CALA ROMANA;24;D;ESTRANGER;2
SANT PERE I SANT PAU;63;H;ESPANYA;73
TARRAGONA;32;H;ESTRANGER;207
BONAVISTA;51;D;ESTRANGER;19
TORREFORTA;36;D;ESTRANGER;71
TARRAGONA;68;H;ESTRANGER;27
TARRAGONA;19;H;ESTRANGER;110
ARRABASSADA I SAVINOSA;58;D;ESTRANGER;3
TORREFORTA;74;D;ESTRANGER;14
MONNARS;59;D;ESTRANGER;1
BONAVISTA;77;D;ESPANYA;46
MONTGONS (ELS);21;D;ESTRANGER;5
TORREFORTA;18;H;ESTRANGER;37
TORREFORTA;18;H;ESPANYA;138
MONNARS;31;H;ESPANYA;7
TORREFORTA;37;H;ESTRANGER;82
TORREFORTA;57;D;ESTRANGER;25
SANT PERE I SANT PAU;36;D;ESTRANGER;31
BONAVISTA;38;D;ESPANYA;40
TARRAGONA;81;D;ESTRANGER;12
SANT SALVADOR;51;H;ESTRANGER;20
TAMARIT;33;H;ESPANYA;4
MONTGONS (ELS);32;H;ESTRANGER;11
SANT SALVADOR;25;D;ESTRANGER;20
MONNARS;59;H;ESPANYA;17
CAMPSA;26;D;ESPANYA;4
SANT PERE I SANT PAU;71;H;ESPANYA;64
BONAVISTA;44;D;ESTRANGER;21
CAMPSA;39;D;ESTRANGER;8
TORREFORTA;39;H;ESTRANGER;93
BONAVISTA;75;H;ESTRANGER;5
TORREFORTA;37;D;ESTRANGER;66
TORREFORTA;19;D;ESPANYA;148
TORREFORTA;76;D;ESTRANGER;8
MONNARS;46;D;ESPANYA;9
MONNARS;66;D;ESPANYA;15
BONAVISTA;28;D;ESPANYA;27
SANT PERE I SANT PAU;17;H;ESPANYA;94
TORREFORTA;16;H;ESPANYA;148
CALA ROMANA;42;H;ESTRANGER;1
TARRAGONA;73;D;ESTRANGER;26
SANT PERE I SANT PAU;96;D;ESPANYA;5
SANT SALVADOR;44;H;ESTRANGER;30
MONTGONS (ELS);67;H;ESPANYA;6
MONTGONS (ELS);66;D;ESTRANGER;4
TARRAGONA;17;D;ESTRANGER;58
MONTGONS (ELS);55;D;ESPANYA;14
CAMPSA;30;D;ESTRANGER;7
ARRABASSADA I SAVINOSA;70;D;ESTRANGER;2
TORREFORTA;91;H;ESPANYA;9
CAMPSA;53;H;ESTRANGER;7
TARRAGONA;15;D;ESPANYA;286
PINEDES (LES);33;H;ESPANYA;1
BONAVISTA;15;D;ESPANYA;53
CALA ROMANA;15;H;ESPANYA;6
CALA ROMANA;39;H;ESPANYA;7
TARRAGONA;15;H;ESTRANGER;68
BONAVISTA;16;D;ESTRANGER;15
BONAVISTA;60;D;ESTRANGER;5
MONNARS;49;H;ESPANYA;17
TARRAGONA;31;D;ESTRANGER;170
TAMARIT;71;H;ESTRANGER;1
BONAVISTA;79;D;ESPANYA;34
TAMARIT;35;D;ESPANYA;8
TORREFORTA;85;D;ESTRANGER;4
SANT SALVADOR;14;D;ESPANYA;42
SANT PERE I SANT PAU;69;D;ESTRANGER;9
ARRABASSADA I SAVINOSA;37;D;ESTRANGER;12
CAMPSA;69;D;ESTRANGER;2
BOSCOS DE TARRAGONA (ELS);40;D;ESPANYA;8
MONTGONS (ELS);44;H;ESTRANGER;15
BONAVISTA;15;D;ESTRANGER;22
ARRABASSADA I SAVINOSA;42;D;ESPANYA;32
TAMARIT;32;H;ESPANYA;7
CAMPSA;15;H;ESTRANGER;4
CALA ROMANA;15;D;ESPANYA;3
CAMPSA;31;D;ESPANYA;6
TARRAGONA;79;H;ESTRANGER;6
SANT SALVADOR;33;H;ESTRANGER;30
SANT PERE I SANT PAU;79;D;ESTRANGER;3
TAMARIT;43;D;ESPANYA;15
BONAVISTA;15;H;ESTRANGER;18
MONNARS;17;H;ESPANYA;16
MONNARS;13;H;ESPANYA;8
SANT SALVADOR;71;D;ESTRANGER;3
SANT SALVADOR;74;H;ESTRANGER;3
TARRAGONA;21;D;ESTRANGER;89
SANT PERE I SANT PAU;12;H;ESPANYA;83
BOSCOS DE TARRAGONA (ELS);40;H;ESPANYA;9
BOSCOS DE TARRAGONA (ELS);39;D;ESPANYA;9
CAMPSA;12;H;ESPANYA;11
TAMARIT;12;H;ESPANYA;15
PINEDES (LES);22;D;ESTRANGER;1
ARRABASSADA I SAVINOSA;76;D;ESPANYA;11
TARRAGONA;11;D;ESPANYA;229
TARRAGONA;11;H;ESPANYA;219
SANT PERE I SANT PAU;11;D;ESPANYA;59
ARRABASSADA I SAVINOSA;11;H;ESPANYA;20
MONNARS;42;H;ESPANYA;10
MONNARS;11;H;ESPANYA;5
FERRAN;63;H;ESPANYA;2
BOSCOS DE TARRAGONA (ELS);11;H;ESPANYA;5
BOSCOS DE TARRAGONA (ELS);36;D;ESTRANGER;1
BOSCOS DE TARRAGONA (ELS);36;H;ESTRANGER;3
SANT SALVADOR;64;D;ESTRANGER;10
BONAVISTA;14;D;ESTRANGER;18
CALA ROMANA;47;D;ESPANYA;7
MONTGONS (ELS);40;H;ESTRANGER;8
TARRAGONA;10;H;ESPANYA;219
MONNARS;37;D;ESPANYA;8
CALA ROMANA;58;D;ESPANYA;8
ARRABASSADA I SAVINOSA;36;D;ESTRANGER;11
BOSCOS DE TARRAGONA (ELS);10;D;ESPANYA;8
TARRAGONA;11;D;ESTRANGER;69
BONAVISTA;10;D;ESTRANGER;22
CAMPSA;25;H;ESTRANGER;4
CAMPSA;93;D;ESPANYA;1
CAMPSA;29;H;ESPANYA;6
MONTGONS (ELS);10;D;ESPANYA;8
MONNARS;70;D;ESPANYA;14
MONTGONS (ELS);9;H;ESTRANGER;4
CAMPSA;9;H;ESTRANGER;9
TORREFORTA;10;H;ESTRANGER;44
BONAVISTA;62;H;ESTRANGER;11
ARRABASSADA I SAVINOSA;65;H;ESTRANGER;3
ARRABASSADA I SAVINOSA;73;H;ESTRANGER;3
BONAVISTA;73;H;ESPANYA;22
BONAVISTA;10;H;ESTRANGER;23
ARRABASSADA I SAVINOSA;71;D;ESTRANGER;5
TARRAGONA;8;H;ESPANYA;198
SANT PERE I SANT PAU;8;D;ESPANYA;62
BONAVISTA;8;H;ESPANYA;44
BONAVISTA;86;D;ESTRANGER;1
ARRABASSADA I SAVINOSA;95;D;ESPANYA;1
CAMPSA;8;H;ESPANYA;7
SANT SALVADOR;8;D;ESPANYA;28
MONNARS;9;D;ESTRANGER;3
CAMPSA;16;D;ESTRANGER;1
TAMARIT;8;H;ESPANYA;5
TARRAGONA;11;H;ESTRANGER;66
CALA ROMANA;8;H;ESPANYA;8
MONTGONS (ELS);72;H;ESPANYA;7
MONNARS;40;D;ESPANYA;8
CAMPSA;31;H;ESPANYA;6
CAMPSA;9;H;ESPANYA;9
TARRAGONA;7;D;ESPANYA;205
SANT SALVADOR;13;H;ESTRANGER;14
CALA ROMANA;41;H;ESTRANGER;2
TAMARIT;81;D;ESPANYA;3
MONTGONS (ELS);42;D;ESPANYA;12
MONNARS;87;D;ESPANYA;4
MONTGONS (ELS);72;H;ESTRANGER;4
ARRABASSADA I SAVINOSA;31;H;ESPANYA;6
ARRABASSADA I SAVINOSA;28;D;ESPANYA;8
SANT SALVADOR;29;H;ESTRANGER;32
TORREFORTA;6;D;ESPANYA;78
ARRABASSADA I SAVINOSA;6;D;ESPANYA;24
TARRAGONA;6;H;ESTRANGER;62
BONAVISTA;6;H;ESPANYA;36
CALA ROMANA;59;D;ESTRANGER;1
BOSCOS DE TARRAGONA (ELS);72;D;ESPANYA;7
CALA ROMANA;52;H;ESPANYA;7
OLIVA (L`);67;D;ESPANYA;1
SANT PERE I SANT PAU;7;D;ESTRANGER;16
TARRAGONA;7;H;ESTRANGER;66
TAMARIT;37;H;ESPANYA;4
MONTGONS (ELS);33;D;ESPANYA;2
BONAVISTA;5;D;ESPANYA;43
MONNARS;79;H;ESPANYA;4
CAMPSA;51;H;ESTRANGER;3
TARRAGONA;78;H;ESTRANGER;6
CALA ROMANA;60;H;ESPANYA;6
SANT SALVADOR;5;D;ESPANYA;37
SANT PERE I SANT PAU;5;H;ESPANYA;55
FERRAN;5;H;ESPANYA;2
MONNARS;70;H;ESPANYA;13
CALA ROMANA;7;D;ESPANYA;3
BOSCOS DE TARRAGONA (ELS);86;D;ESPANYA;3
SANT SALVADOR;6;H;ESTRANGER;6
SANT PERE I SANT PAU;26;D;ESTRANGER;25
TARRAGONA;99;D;ESPANYA;18
MONNARS;5;H;ESPANYA;8
TORREFORTA;4;D;ESTRANGER;20
TARRAGONA;5;H;ESTRANGER;60
TAMARIT;77;D;ESTRANGER;3
FERRAN;63;D;ESPANYA;1
MONTGONS (ELS);26;D;ESPANYA;11
TAMARIT;5;H;ESPANYA;12
TORREFORTA;4;H;ESPANYA;90
PINEDES (LES);47;D;ESPANYA;1
MONTGONS (ELS);5;H;ESTRANGER;1
SANT PERE I SANT PAU;15;H;ESTRANGER;16
SANT PERE I SANT PAU;28;D;ESTRANGER;21
TAMARIT;85;D;ESPANYA;1
MONTGONS (ELS);30;D;ESPANYA;8
ARRABASSADA I SAVINOSA;24;D;ESTRANGER;8
TORREFORTA;3;H;ESPANYA;89
TORREFORTA;3;H;ESTRANGER;33
SANT PERE I SANT PAU;4;D;ESPANYA;41
BONAVISTA;4;H;ESTRANGER;18
MONTGONS (ELS);3;D;ESTRANGER;5
SANT PERE I SANT PAU;4;H;ESTRANGER;12
SANT PERE I SANT PAU;66;D;ESTRANGER;10
BONAVISTA;66;H;ESPANYA;39
MONNARS;3;H;ESPANYA;9
BOSCOS DE TARRAGONA (ELS);28;D;ESPANYA;4
CALA ROMANA;37;H;ESPANYA;7
MONTGONS (ELS);70;D;ESPANYA;7
ARRABASSADA I SAVINOSA;3;H;ESPANYA;19
CALA ROMANA;29;D;ESPANYA;7
CALA ROMANA;61;D;ESPANYA;12
CALA ROMANA;66;D;ESPANYA;7
SANT SALVADOR;4;D;ESPANYA;28
ARRABASSADA I SAVINOSA;21;D;ESTRANGER;3
CALA ROMANA;8;D;ESTRANGER;2
TAMARIT;51;H;ESTRANGER;2
MONTGONS (ELS);32;D;ESTRANGER;9
ARRABASSADA I SAVINOSA;20;H;ESTRANGER;2
TAMARIT;84;H;ESPANYA;3
MONTGONS (ELS);33;D;ESTRANGER;7
ARRABASSADA I SAVINOSA;36;H;ESTRANGER;6
SANT SALVADOR;5;H;ESTRANGER;9
TAMARIT;82;D;ESPANYA;3
CAMPSA;58;H;ESPANYA;7
CAMPSA;27;D;ESPANYA;6
CAMPSA;88;D;ESPANYA;3
OLIVA (L`);82;D;ESPANYA;1
TAMARIT;25;D;ESPANYA;8
CALA ROMANA;69;H;ESPANYA;6
BOSCOS DE TARRAGONA (ELS);27;D;ESPANYA;1
