comunitatsAut;provincia;municipi;tipus;periode;total;año;mes
09 Cataluña;43 Tarragona;;Plazas por vivienda turística;2024M08;5,77;2024;08
09 Cataluña;43 Tarragona;;Plazas por vivienda turística;2024M02;5,74;2024;02
09 Cataluña;43 Tarragona;;Plazas por vivienda turística;2023M08;5,78;2023;08
09 Cataluña;43 Tarragona;;Plazas por vivienda turística;2023M02;5,84;2023;02
09 Cataluña;43 Tarragona;;Plazas por vivienda turística;2022M08;5,85;2022;08
09 Cataluña;43 Tarragona;;Plazas por vivienda turística;2022M02;5,93;2022;02
09 Cataluña;43 Tarragona;;Plazas por vivienda turística;2021M08;5,93;2021;08
09 Cataluña;43 Tarragona;;Plazas por vivienda turística;2021M02;5,95;2021;02
09 Cataluña;43 Tarragona;;Plazas por vivienda turística;2020M08;5,94;2020;08
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Viviendas turísticas;2024M11;9;2024;11
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Viviendas turísticas;2024M08;8;2024;08
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Viviendas turísticas;2024M02;5;2024;02
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Viviendas turísticas;2023M08;4;2023;08
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Viviendas turísticas;2023M02;6;2023;02
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Viviendas turísticas;2022M08;8;2022;08
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Viviendas turísticas;2022M02;10;2022;02
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Viviendas turísticas;2021M08;9;2021;08
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Viviendas turísticas;2021M02;9;2021;02
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Viviendas turísticas;2020M08;8;2020;08
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Plazas;2024M11;52;2024;11
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Plazas;2024M08;50;2024;08
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Plazas;2024M02;36;2024;02
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Plazas;2023M08;32;2023;08
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Plazas;2023M02;49;2023;02
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Plazas;2022M08;66;2022;08
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Plazas;2022M02;83;2022;02
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Plazas;2021M08;63;2021;08
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Plazas;2021M02;68;2021;02
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Plazas;2020M08;61;2020;08
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Plazas por vivienda turística;2024M11;5,78;2024;11
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Plazas por vivienda turística;2024M08;6,25;2024;08
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Plazas por vivienda turística;2024M02;7,2;2024;02
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Plazas por vivienda turística;2023M08;8;2023;08
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Plazas por vivienda turística;2023M02;8,17;2023;02
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Plazas por vivienda turística;2022M08;8,25;2022;08
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Plazas por vivienda turística;2022M02;8,3;2022;02
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Plazas por vivienda turística;2021M08;7;2021;08
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Plazas por vivienda turística;2021M02;7,56;2021;02
09 Cataluña;43 Tarragona;43001 Aiguamúrcia;Plazas por vivienda turística;2020M08;7,63;2020;08
09 Cataluña;43 Tarragona;43002 Albinyana;Viviendas turísticas;2024M11;13;2024;11
09 Cataluña;43 Tarragona;43002 Albinyana;Viviendas turísticas;2024M08;14;2024;08
09 Cataluña;43 Tarragona;43002 Albinyana;Viviendas turísticas;2024M02;5;2024;02
09 Cataluña;43 Tarragona;43002 Albinyana;Viviendas turísticas;2023M08;3;2023;08
09 Cataluña;43 Tarragona;43002 Albinyana;Viviendas turísticas;2023M02;6;2023;02
09 Cataluña;43 Tarragona;43002 Albinyana;Viviendas turísticas;2022M08;5;2022;08
09 Cataluña;43 Tarragona;43002 Albinyana;Viviendas turísticas;2022M02;3;2022;02
09 Cataluña;43 Tarragona;43002 Albinyana;Viviendas turísticas;2021M08;2;2021;08
09 Cataluña;43 Tarragona;43002 Albinyana;Viviendas turísticas;2021M02;2;2021;02
09 Cataluña;43 Tarragona;43002 Albinyana;Viviendas turísticas;2020M08;3;2020;08
09 Cataluña;43 Tarragona;43002 Albinyana;Plazas;2024M11;77;2024;11
09 Cataluña;43 Tarragona;43002 Albinyana;Plazas;2024M08;85;2024;08
09 Cataluña;43 Tarragona;43002 Albinyana;Plazas;2024M02;31;2024;02
09 Cataluña;43 Tarragona;43002 Albinyana;Plazas;2023M08;12;2023;08
09 Cataluña;43 Tarragona;43002 Albinyana;Plazas;2023M02;25;2023;02
09 Cataluña;43 Tarragona;43002 Albinyana;Plazas;2022M08;19;2022;08
09 Cataluña;43 Tarragona;43002 Albinyana;Plazas;2022M02;19;2022;02
09 Cataluña;43 Tarragona;43002 Albinyana;Plazas;2021M08;3;2021;08
09 Cataluña;43 Tarragona;43002 Albinyana;Plazas;2021M02;3;2021;02
09 Cataluña;43 Tarragona;43002 Albinyana;Plazas;2020M08;13;2020;08
09 Cataluña;43 Tarragona;43002 Albinyana;Plazas por vivienda turística;2024M11;5,92;2024;11
09 Cataluña;43 Tarragona;43002 Albinyana;Plazas por vivienda turística;2024M08;6,07;2024;08
09 Cataluña;43 Tarragona;43002 Albinyana;Plazas por vivienda turística;2024M02;6,2;2024;02
09 Cataluña;43 Tarragona;43002 Albinyana;Plazas por vivienda turística;2023M08;4;2023;08
09 Cataluña;43 Tarragona;43002 Albinyana;Plazas por vivienda turística;2023M02;4,17;2023;02
09 Cataluña;43 Tarragona;43002 Albinyana;Plazas por vivienda turística;2022M08;3,8;2022;08
09 Cataluña;43 Tarragona;43002 Albinyana;Plazas por vivienda turística;2022M02;6,33;2022;02
09 Cataluña;43 Tarragona;43002 Albinyana;Plazas por vivienda turística;2021M08;1,5;2021;08
09 Cataluña;43 Tarragona;43002 Albinyana;Plazas por vivienda turística;2021M02;1,5;2021;02
09 Cataluña;43 Tarragona;43002 Albinyana;Plazas por vivienda turística;2020M08;4,33;2020;08
09 Cataluña;43 Tarragona;43003 Albiol;Viviendas turísticas;2024M11;7;2024;11
09 Cataluña;43 Tarragona;43003 Albiol;Viviendas turísticas;2024M08;9;2024;08
09 Cataluña;43 Tarragona;43003 Albiol;Viviendas turísticas;2024M02;8;2024;02
09 Cataluña;43 Tarragona;43003 Albiol;Viviendas turísticas;2023M08;8;2023;08
09 Cataluña;43 Tarragona;43003 Albiol;Viviendas turísticas;2023M02;8;2023;02
09 Cataluña;43 Tarragona;43003 Albiol;Viviendas turísticas;2022M08;8;2022;08
09 Cataluña;43 Tarragona;43003 Albiol;Viviendas turísticas;2022M02;9;2022;02
09 Cataluña;43 Tarragona;43003 Albiol;Viviendas turísticas;2021M08;9;2021;08
09 Cataluña;43 Tarragona;43003 Albiol;Viviendas turísticas;2021M02;9;2021;02
09 Cataluña;43 Tarragona;43003 Albiol;Viviendas turísticas;2020M08;9;2020;08
09 Cataluña;43 Tarragona;43003 Albiol;Plazas;2024M11;52;2024;11
09 Cataluña;43 Tarragona;43003 Albiol;Plazas;2024M08;66;2024;08
09 Cataluña;43 Tarragona;43003 Albiol;Plazas;2024M02;58;2024;02
09 Cataluña;43 Tarragona;43003 Albiol;Plazas;2023M08;58;2023;08
09 Cataluña;43 Tarragona;43003 Albiol;Plazas;2023M02;58;2023;02
09 Cataluña;43 Tarragona;43003 Albiol;Plazas;2022M08;58;2022;08
09 Cataluña;43 Tarragona;43003 Albiol;Plazas;2022M02;68;2022;02
09 Cataluña;43 Tarragona;43003 Albiol;Plazas;2021M08;68;2021;08
09 Cataluña;43 Tarragona;43003 Albiol;Plazas;2021M02;67;2021;02
09 Cataluña;43 Tarragona;43003 Albiol;Plazas;2020M08;68;2020;08
09 Cataluña;43 Tarragona;43003 Albiol;Plazas por vivienda turística;2024M11;7,43;2024;11
09 Cataluña;43 Tarragona;43003 Albiol;Plazas por vivienda turística;2024M08;7,33;2024;08
09 Cataluña;43 Tarragona;43003 Albiol;Plazas por vivienda turística;2024M02;7,25;2024;02
09 Cataluña;43 Tarragona;43003 Albiol;Plazas por vivienda turística;2023M08;7,25;2023;08
09 Cataluña;43 Tarragona;43003 Albiol;Plazas por vivienda turística;2023M02;7,25;2023;02
09 Cataluña;43 Tarragona;43003 Albiol;Plazas por vivienda turística;2022M08;7,25;2022;08
09 Cataluña;43 Tarragona;43003 Albiol;Plazas por vivienda turística;2022M02;7,56;2022;02
09 Cataluña;43 Tarragona;43003 Albiol;Plazas por vivienda turística;2021M08;7,56;2021;08
09 Cataluña;43 Tarragona;43003 Albiol;Plazas por vivienda turística;2021M02;7,44;2021;02
09 Cataluña;43 Tarragona;43003 Albiol;Plazas por vivienda turística;2020M08;7,56;2020;08
09 Cataluña;43 Tarragona;43004 Alcanar;Viviendas turísticas;2024M11;254;2024;11
09 Cataluña;43 Tarragona;43004 Alcanar;Viviendas turísticas;2024M08;269;2024;08
09 Cataluña;43 Tarragona;43004 Alcanar;Viviendas turísticas;2024M02;241;2024;02
09 Cataluña;43 Tarragona;43004 Alcanar;Viviendas turísticas;2023M08;255;2023;08
09 Cataluña;43 Tarragona;43004 Alcanar;Viviendas turísticas;2023M02;200;2023;02
09 Cataluña;43 Tarragona;43004 Alcanar;Viviendas turísticas;2022M08;226;2022;08
09 Cataluña;43 Tarragona;43004 Alcanar;Viviendas turísticas;2022M02;178;2022;02
09 Cataluña;43 Tarragona;43004 Alcanar;Viviendas turísticas;2021M08;207;2021;08
09 Cataluña;43 Tarragona;43004 Alcanar;Viviendas turísticas;2021M02;184;2021;02
09 Cataluña;43 Tarragona;43004 Alcanar;Viviendas turísticas;2020M08;213;2020;08
09 Cataluña;43 Tarragona;43004 Alcanar;Plazas;2024M11;1.576;2024;11
09 Cataluña;43 Tarragona;43004 Alcanar;Plazas;2024M08;1.671;2024;08
09 Cataluña;43 Tarragona;43004 Alcanar;Plazas;2024M02;1.440;2024;02
09 Cataluña;43 Tarragona;43004 Alcanar;Plazas;2023M08;1.529;2023;08
09 Cataluña;43 Tarragona;43004 Alcanar;Plazas;2023M02;1.199;2023;02
09 Cataluña;43 Tarragona;43004 Alcanar;Plazas;2022M08;1.396;2022;08
09 Cataluña;43 Tarragona;43004 Alcanar;Plazas;2022M02;1.132;2022;02
09 Cataluña;43 Tarragona;43004 Alcanar;Plazas;2021M08;1.328;2021;08
09 Cataluña;43 Tarragona;43004 Alcanar;Plazas;2021M02;1.203;2021;02
09 Cataluña;43 Tarragona;43004 Alcanar;Plazas;2020M08;1.368;2020;08
09 Cataluña;43 Tarragona;43004 Alcanar;Plazas por vivienda turística;2024M11;6,2;2024;11
09 Cataluña;43 Tarragona;43004 Alcanar;Plazas por vivienda turística;2024M08;6,21;2024;08
09 Cataluña;43 Tarragona;43004 Alcanar;Plazas por vivienda turística;2024M02;5,98;2024;02
09 Cataluña;43 Tarragona;43004 Alcanar;Plazas por vivienda turística;2023M08;6;2023;08
09 Cataluña;43 Tarragona;43004 Alcanar;Plazas por vivienda turística;2023M02;6;2023;02
09 Cataluña;43 Tarragona;43004 Alcanar;Plazas por vivienda turística;2022M08;6,18;2022;08
09 Cataluña;43 Tarragona;43004 Alcanar;Plazas por vivienda turística;2022M02;6,36;2022;02
09 Cataluña;43 Tarragona;43004 Alcanar;Plazas por vivienda turística;2021M08;6,42;2021;08
09 Cataluña;43 Tarragona;43004 Alcanar;Plazas por vivienda turística;2021M02;6,54;2021;02
09 Cataluña;43 Tarragona;43004 Alcanar;Plazas por vivienda turística;2020M08;6,42;2020;08
09 Cataluña;43 Tarragona;43005 Alcover;Viviendas turísticas;2024M11;14;2024;11
09 Cataluña;43 Tarragona;43005 Alcover;Viviendas turísticas;2024M08;16;2024;08
09 Cataluña;43 Tarragona;43005 Alcover;Viviendas turísticas;2024M02;17;2024;02
09 Cataluña;43 Tarragona;43005 Alcover;Viviendas turísticas;2023M08;15;2023;08
09 Cataluña;43 Tarragona;43005 Alcover;Viviendas turísticas;2023M02;13;2023;02
09 Cataluña;43 Tarragona;43005 Alcover;Viviendas turísticas;2022M08;15;2022;08
09 Cataluña;43 Tarragona;43005 Alcover;Viviendas turísticas;2022M02;15;2022;02
09 Cataluña;43 Tarragona;43005 Alcover;Viviendas turísticas;2021M08;15;2021;08
09 Cataluña;43 Tarragona;43005 Alcover;Viviendas turísticas;2021M02;10;2021;02
09 Cataluña;43 Tarragona;43005 Alcover;Viviendas turísticas;2020M08;9;2020;08
09 Cataluña;43 Tarragona;43005 Alcover;Plazas;2024M11;125;2024;11
09 Cataluña;43 Tarragona;43005 Alcover;Plazas;2024M08;132;2024;08
09 Cataluña;43 Tarragona;43005 Alcover;Plazas;2024M02;128;2024;02
09 Cataluña;43 Tarragona;43005 Alcover;Plazas;2023M08;130;2023;08
09 Cataluña;43 Tarragona;43005 Alcover;Plazas;2023M02;95;2023;02
09 Cataluña;43 Tarragona;43005 Alcover;Plazas;2022M08;110;2022;08
09 Cataluña;43 Tarragona;43005 Alcover;Plazas;2022M02;128;2022;02
09 Cataluña;43 Tarragona;43005 Alcover;Plazas;2021M08;128;2021;08
09 Cataluña;43 Tarragona;43005 Alcover;Plazas;2021M02;93;2021;02
09 Cataluña;43 Tarragona;43005 Alcover;Plazas;2020M08;56;2020;08
09 Cataluña;43 Tarragona;43005 Alcover;Plazas por vivienda turística;2024M11;8,93;2024;11
09 Cataluña;43 Tarragona;43005 Alcover;Plazas por vivienda turística;2024M08;8,25;2024;08
09 Cataluña;43 Tarragona;43005 Alcover;Plazas por vivienda turística;2024M02;7,53;2024;02
09 Cataluña;43 Tarragona;43005 Alcover;Plazas por vivienda turística;2023M08;8,67;2023;08
09 Cataluña;43 Tarragona;43005 Alcover;Plazas por vivienda turística;2023M02;7,31;2023;02
09 Cataluña;43 Tarragona;43005 Alcover;Plazas por vivienda turística;2022M08;7,33;2022;08
09 Cataluña;43 Tarragona;43005 Alcover;Plazas por vivienda turística;2022M02;8,53;2022;02
09 Cataluña;43 Tarragona;43005 Alcover;Plazas por vivienda turística;2021M08;8,53;2021;08
09 Cataluña;43 Tarragona;43005 Alcover;Plazas por vivienda turística;2021M02;9,3;2021;02
09 Cataluña;43 Tarragona;43005 Alcover;Plazas por vivienda turística;2020M08;6,22;2020;08
09 Cataluña;43 Tarragona;43904 Aldea;Viviendas turísticas;2024M11;16;2024;11
09 Cataluña;43 Tarragona;43904 Aldea;Viviendas turísticas;2024M08;17;2024;08
09 Cataluña;43 Tarragona;43904 Aldea;Viviendas turísticas;2024M02;12;2024;02
09 Cataluña;43 Tarragona;43904 Aldea;Viviendas turísticas;2023M08;19;2023;08
09 Cataluña;43 Tarragona;43904 Aldea;Viviendas turísticas;2023M02;15;2023;02
09 Cataluña;43 Tarragona;43904 Aldea;Viviendas turísticas;2022M08;17;2022;08
09 Cataluña;43 Tarragona;43904 Aldea;Viviendas turísticas;2022M02;19;2022;02
09 Cataluña;43 Tarragona;43904 Aldea;Viviendas turísticas;2021M08;19;2021;08
09 Cataluña;43 Tarragona;43904 Aldea;Viviendas turísticas;2021M02;16;2021;02
09 Cataluña;43 Tarragona;43904 Aldea;Viviendas turísticas;2020M08;12;2020;08
09 Cataluña;43 Tarragona;43904 Aldea;Plazas;2024M11;106;2024;11
09 Cataluña;43 Tarragona;43904 Aldea;Plazas;2024M08;107;2024;08
09 Cataluña;43 Tarragona;43904 Aldea;Plazas;2024M02;83;2024;02
09 Cataluña;43 Tarragona;43904 Aldea;Plazas;2023M08;145;2023;08
09 Cataluña;43 Tarragona;43904 Aldea;Plazas;2023M02;103;2023;02
09 Cataluña;43 Tarragona;43904 Aldea;Plazas;2022M08;124;2022;08
09 Cataluña;43 Tarragona;43904 Aldea;Plazas;2022M02;122;2022;02
09 Cataluña;43 Tarragona;43904 Aldea;Plazas;2021M08;122;2021;08
09 Cataluña;43 Tarragona;43904 Aldea;Plazas;2021M02;104;2021;02
09 Cataluña;43 Tarragona;43904 Aldea;Plazas;2020M08;92;2020;08
09 Cataluña;43 Tarragona;43904 Aldea;Plazas por vivienda turística;2024M11;6,63;2024;11
09 Cataluña;43 Tarragona;43904 Aldea;Plazas por vivienda turística;2024M08;6,29;2024;08
09 Cataluña;43 Tarragona;43904 Aldea;Plazas por vivienda turística;2024M02;6,92;2024;02
09 Cataluña;43 Tarragona;43904 Aldea;Plazas por vivienda turística;2023M08;7,63;2023;08
09 Cataluña;43 Tarragona;43904 Aldea;Plazas por vivienda turística;2023M02;6,87;2023;02
09 Cataluña;43 Tarragona;43904 Aldea;Plazas por vivienda turística;2022M08;7,29;2022;08
09 Cataluña;43 Tarragona;43904 Aldea;Plazas por vivienda turística;2022M02;6,42;2022;02
09 Cataluña;43 Tarragona;43904 Aldea;Plazas por vivienda turística;2021M08;6,42;2021;08
09 Cataluña;43 Tarragona;43904 Aldea;Plazas por vivienda turística;2021M02;6,5;2021;02
09 Cataluña;43 Tarragona;43904 Aldea;Plazas por vivienda turística;2020M08;7,67;2020;08
09 Cataluña;43 Tarragona;43006 Aldover;Viviendas turísticas;2024M11;6;2024;11
09 Cataluña;43 Tarragona;43006 Aldover;Viviendas turísticas;2024M08;6;2024;08
09 Cataluña;43 Tarragona;43006 Aldover;Viviendas turísticas;2024M02;5;2024;02
09 Cataluña;43 Tarragona;43006 Aldover;Viviendas turísticas;2023M08;5;2023;08
09 Cataluña;43 Tarragona;43006 Aldover;Viviendas turísticas;2023M02;6;2023;02
09 Cataluña;43 Tarragona;43006 Aldover;Viviendas turísticas;2022M08;5;2022;08
09 Cataluña;43 Tarragona;43006 Aldover;Viviendas turísticas;2022M02;6;2022;02
09 Cataluña;43 Tarragona;43006 Aldover;Viviendas turísticas;2021M08;6;2021;08
09 Cataluña;43 Tarragona;43006 Aldover;Viviendas turísticas;2021M02;7;2021;02
09 Cataluña;43 Tarragona;43006 Aldover;Viviendas turísticas;2020M08;7;2020;08
09 Cataluña;43 Tarragona;43006 Aldover;Plazas;2024M11;28;2024;11
09 Cataluña;43 Tarragona;43006 Aldover;Plazas;2024M08;29;2024;08
09 Cataluña;43 Tarragona;43006 Aldover;Plazas;2024M02;27;2024;02
09 Cataluña;43 Tarragona;43006 Aldover;Plazas;2023M08;27;2023;08
09 Cataluña;43 Tarragona;43006 Aldover;Plazas;2023M02;33;2023;02
09 Cataluña;43 Tarragona;43006 Aldover;Plazas;2022M08;27;2022;08
09 Cataluña;43 Tarragona;43006 Aldover;Plazas;2022M02;27;2022;02
09 Cataluña;43 Tarragona;43006 Aldover;Plazas;2021M08;27;2021;08
09 Cataluña;43 Tarragona;43006 Aldover;Plazas;2021M02;32;2021;02
09 Cataluña;43 Tarragona;43006 Aldover;Plazas;2020M08;32;2020;08
09 Cataluña;43 Tarragona;43006 Aldover;Plazas por vivienda turística;2024M11;4,67;2024;11
09 Cataluña;43 Tarragona;43006 Aldover;Plazas por vivienda turística;2024M08;4,83;2024;08
09 Cataluña;43 Tarragona;43006 Aldover;Plazas por vivienda turística;2024M02;5,4;2024;02
09 Cataluña;43 Tarragona;43006 Aldover;Plazas por vivienda turística;2023M08;5,4;2023;08
09 Cataluña;43 Tarragona;43006 Aldover;Plazas por vivienda turística;2023M02;5,5;2023;02
09 Cataluña;43 Tarragona;43006 Aldover;Plazas por vivienda turística;2022M08;5,4;2022;08
09 Cataluña;43 Tarragona;43006 Aldover;Plazas por vivienda turística;2022M02;4,5;2022;02
09 Cataluña;43 Tarragona;43006 Aldover;Plazas por vivienda turística;2021M08;4,5;2021;08
09 Cataluña;43 Tarragona;43006 Aldover;Plazas por vivienda turística;2021M02;4,57;2021;02
09 Cataluña;43 Tarragona;43006 Aldover;Plazas por vivienda turística;2020M08;4,57;2020;08
09 Cataluña;43 Tarragona;43007 Aleixar;Viviendas turísticas;2024M11;5;2024;11
09 Cataluña;43 Tarragona;43007 Aleixar;Viviendas turísticas;2024M08;7;2024;08
09 Cataluña;43 Tarragona;43007 Aleixar;Viviendas turísticas;2024M02;7;2024;02
09 Cataluña;43 Tarragona;43007 Aleixar;Viviendas turísticas;2023M08;8;2023;08
09 Cataluña;43 Tarragona;43007 Aleixar;Viviendas turísticas;2023M02;6;2023;02
09 Cataluña;43 Tarragona;43007 Aleixar;Viviendas turísticas;2022M08;7;2022;08
09 Cataluña;43 Tarragona;43007 Aleixar;Viviendas turísticas;2022M02;7;2022;02
09 Cataluña;43 Tarragona;43007 Aleixar;Viviendas turísticas;2021M08;8;2021;08
09 Cataluña;43 Tarragona;43007 Aleixar;Viviendas turísticas;2021M02;7;2021;02
09 Cataluña;43 Tarragona;43007 Aleixar;Viviendas turísticas;2020M08;6;2020;08
09 Cataluña;43 Tarragona;43007 Aleixar;Plazas;2024M11;40;2024;11
09 Cataluña;43 Tarragona;43007 Aleixar;Plazas;2024M08;53;2024;08
09 Cataluña;43 Tarragona;43007 Aleixar;Plazas;2024M02;53;2024;02
09 Cataluña;43 Tarragona;43007 Aleixar;Plazas;2023M08;57;2023;08
09 Cataluña;43 Tarragona;43007 Aleixar;Plazas;2023M02;44;2023;02
09 Cataluña;43 Tarragona;43007 Aleixar;Plazas;2022M08;52;2022;08
09 Cataluña;43 Tarragona;43007 Aleixar;Plazas;2022M02;50;2022;02
09 Cataluña;43 Tarragona;43007 Aleixar;Plazas;2021M08;56;2021;08
09 Cataluña;43 Tarragona;43007 Aleixar;Plazas;2021M02;49;2021;02
09 Cataluña;43 Tarragona;43007 Aleixar;Plazas;2020M08;48;2020;08
09 Cataluña;43 Tarragona;43007 Aleixar;Plazas por vivienda turística;2024M11;8;2024;11
09 Cataluña;43 Tarragona;43007 Aleixar;Plazas por vivienda turística;2024M08;7,57;2024;08
09 Cataluña;43 Tarragona;43007 Aleixar;Plazas por vivienda turística;2024M02;7,57;2024;02
09 Cataluña;43 Tarragona;43007 Aleixar;Plazas por vivienda turística;2023M08;7,13;2023;08
09 Cataluña;43 Tarragona;43007 Aleixar;Plazas por vivienda turística;2023M02;7,33;2023;02
09 Cataluña;43 Tarragona;43007 Aleixar;Plazas por vivienda turística;2022M08;7,43;2022;08
09 Cataluña;43 Tarragona;43007 Aleixar;Plazas por vivienda turística;2022M02;7,14;2022;02
09 Cataluña;43 Tarragona;43007 Aleixar;Plazas por vivienda turística;2021M08;7;2021;08
09 Cataluña;43 Tarragona;43007 Aleixar;Plazas por vivienda turística;2021M02;7;2021;02
09 Cataluña;43 Tarragona;43007 Aleixar;Plazas por vivienda turística;2020M08;8;2020;08
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Viviendas turísticas;2024M11;10;2024;11
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Viviendas turísticas;2024M08;10;2024;08
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Viviendas turísticas;2024M02;7;2024;02
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Viviendas turísticas;2023M08;6;2023;08
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Viviendas turísticas;2023M02;5;2023;02
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Viviendas turísticas;2022M08;5;2022;08
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Viviendas turísticas;2022M02;4;2022;02
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Viviendas turísticas;2021M08;6;2021;08
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Viviendas turísticas;2021M02;6;2021;02
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Viviendas turísticas;2020M08;8;2020;08
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Plazas;2024M11;68;2024;11
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Plazas;2024M08;69;2024;08
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Plazas;2024M02;45;2024;02
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Plazas;2023M08;41;2023;08
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Plazas;2023M02;30;2023;02
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Plazas;2022M08;32;2022;08
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Plazas;2022M02;24;2022;02
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Plazas;2021M08;49;2021;08
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Plazas;2021M02;44;2021;02
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Plazas;2020M08;58;2020;08
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Plazas por vivienda turística;2024M11;6,8;2024;11
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Plazas por vivienda turística;2024M08;6,9;2024;08
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Plazas por vivienda turística;2024M02;6,43;2024;02
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Plazas por vivienda turística;2023M08;6,83;2023;08
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Plazas por vivienda turística;2023M02;6;2023;02
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Plazas por vivienda turística;2022M08;6,4;2022;08
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Plazas por vivienda turística;2022M02;6;2022;02
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Plazas por vivienda turística;2021M08;8,17;2021;08
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Plazas por vivienda turística;2021M02;7,33;2021;02
09 Cataluña;43 Tarragona;43008 Alfara de Carles;Plazas por vivienda turística;2020M08;7,25;2020;08
09 Cataluña;43 Tarragona;43009 Alforja;Viviendas turísticas;2024M11;11;2024;11
09 Cataluña;43 Tarragona;43009 Alforja;Viviendas turísticas;2024M08;15;2024;08
09 Cataluña;43 Tarragona;43009 Alforja;Viviendas turísticas;2024M02;12;2024;02
09 Cataluña;43 Tarragona;43009 Alforja;Viviendas turísticas;2023M08;12;2023;08
09 Cataluña;43 Tarragona;43009 Alforja;Viviendas turísticas;2023M02;11;2023;02
09 Cataluña;43 Tarragona;43009 Alforja;Viviendas turísticas;2022M08;10;2022;08
09 Cataluña;43 Tarragona;43009 Alforja;Viviendas turísticas;2022M02;6;2022;02
09 Cataluña;43 Tarragona;43009 Alforja;Viviendas turísticas;2021M08;10;2021;08
09 Cataluña;43 Tarragona;43009 Alforja;Viviendas turísticas;2021M02;10;2021;02
09 Cataluña;43 Tarragona;43009 Alforja;Viviendas turísticas;2020M08;12;2020;08
09 Cataluña;43 Tarragona;43009 Alforja;Plazas;2024M11;82;2024;11
09 Cataluña;43 Tarragona;43009 Alforja;Plazas;2024M08;123;2024;08
09 Cataluña;43 Tarragona;43009 Alforja;Plazas;2024M02;103;2024;02
09 Cataluña;43 Tarragona;43009 Alforja;Plazas;2023M08;128;2023;08
09 Cataluña;43 Tarragona;43009 Alforja;Plazas;2023M02;106;2023;02
09 Cataluña;43 Tarragona;43009 Alforja;Plazas;2022M08;93;2022;08
09 Cataluña;43 Tarragona;43009 Alforja;Plazas;2022M02;58;2022;02
09 Cataluña;43 Tarragona;43009 Alforja;Plazas;2021M08;87;2021;08
09 Cataluña;43 Tarragona;43009 Alforja;Plazas;2021M02;81;2021;02
09 Cataluña;43 Tarragona;43009 Alforja;Plazas;2020M08;98;2020;08
