latitu;long;tipus;places
41.1210772;1.2147994;Exclusives d'ús particular;1
41.1201621;1.2523127;Exclusives d'ús particular;1
41.1172234;1.207568;Exclusives d'ús particular;1
41.1164837;1.2574955;Exclusives d'ús particular;1
41.1217796;1.2111319;Exclusives d'ús particular;1
41.1169681;1.191823;Exclusives d'ús particular;1
41.1394908;1.2587826;Exclusives d'ús particular;1
41.1196381;1.2498317;Exclusives d'ús particular;1
41.1158805;1.2416216;Exclusives d'ús particular;1
41.114462;1.2471086;Exclusives d'ús particular;1
41.1116225;1.2425941;Exclusives d'ús particular;1
41.124816983878;1.2406968294998;Motocicletes;6
41.1131328;1.2514835;Exclusives Discapacitats;3
41.1290058;1.2453576;Motocicletes;6
41.116758;1.2174598;Motocicletes;6
41.126510020944;1.237411338623;Motocicletes;8
41.1162469;1.2468714;Bicis/Patinets;20
41.1099128;1.2492097;Bicis/Patinets;8
41.1116225;1.2425941;Bicis/Patinets;20
41.1095021;1.2397727;Bicis/Patinets;20
41.1128234;1.2454846;Bicis/Patinets;20
41.1122562;1.2513379;Bicis/Patinets;6
41.1138771;1.2517466;Bicis/Patinets;20
41.1155224;1.2440997;Bicis/Patinets;20
41.1142788;1.2558187;Exclusives 1 vehicle/entitat;1
41.1204579;1.2542833;Motocicletes;4
41.121673530577;1.2546476460327;Motocicletes;4
41.126590731649;1.2346452748688;Motocicletes;6
41.116779681166;1.2591524521149;Càrrega/descàrrega;4
41.121040946485;1.2111810638931;Càrrega/descàrrega;3
41.12129538136;1.2413830354431;Exclusives Discapacitats;3
41.1164744;1.250251;Motocicletes;10
41.1162719;1.2506543;Motocicletes;12
41.1164744;1.250251;Exclusives Discapacitats;1
41.1153708;1.2434836;Motocicletes;5
41.1241268;1.2750078;Motocicletes;70
41.117913767871;1.2512084496681;Motocicletes;4
41.1385048;1.2520813;Motocicletes;10
41.1122546;1.2518138;Motocicletes;6
41.1243974;1.2032341;Motocicletes;20
41.117760213079;1.2474032497028;Càrrega/descàrrega;4
41.118293438943;1.2518108621559;Càrrega/descàrrega;3
41.121311665734;1.2508231714155;Càrrega/descàrrega;5
41.1194657;1.2615821;Motocicletes;6
41.1185922;1.2613834;Exclusives Discapacitats;1
41.1137077;1.244559;Exclusives d'ús particular;1
41.1633523;1.242126;Exclusives d'ús particular;1
