"NOMZONA","EDAD","SEXE","NACIONALITAT","NUMERO","CODI_ENS","NOM_ENS"
"TAMARIT","66","H","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","52","H","ESTRANGER","84","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","69","H","ESPANYA","106","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","28","H","ESPANYA","96","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","48","D","ESPANYA","20","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","68","D","ESPANYA","23","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","39","D","ESTRANGER","33","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","49","D","ESPANYA","15","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","87","H","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","45","H","ESPANYA","101","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","27","H","ESPANYA","105","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","43","D","ESPANYA","40","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","59","H","ESTRANGER","35","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","84","D","ESPANYA","42","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","41","H","ESPANYA","34","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","45","H","ESPANYA","122","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","43","H","ESPANYA","322","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","65","D","ESTRANGER","15","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","56","D","ESPANYA","97","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","53","D","ESTRANGER","101","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","22","H","ESPANYA","37","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","23","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","43","D","ESTRANGER","25","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","57","D","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","59","H","ESPANYA","15","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","30","H","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","65","H","ESPANYA","22","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","41","D","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","61","D","ESTRANGER","27","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","23","D","ESTRANGER","124","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","57","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","80","D","ESTRANGER","11","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","75","H","ESTRANGER","13","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","68","H","ESPANYA","12","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","50","H","ESPANYA","11","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","82","H","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","77","D","ESPANYA","15","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","26","D","ESPANYA","28","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","44","D","ESPANYA","35","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","26","H","ESPANYA","26","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","36","H","ESPANYA","77","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","79","H","ESPANYA","41","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","35","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","54","H","ESPANYA","15","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","59","H","ESPANYA","34","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","60","H","ESTRANGER","24","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","83","H","ESPANYA","31","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","74","D","ESPANYA","90","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","78","D","ESPANYA","45","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","54","D","ESPANYA","18","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","42","D","ESTRANGER","176","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","26","H","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","23","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","78","H","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","54","H","ESPANYA","41","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","59","D","ESPANYA","20","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","44","D","ESPANYA","41","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","23","H","ESTRANGER","21","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","51","H","ESPANYA","17","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","22","H","ESTRANGER","22","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","55","H","ESPANYA","44","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","21","D","ESPANYA","27","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","37","D","ESPANYA","64","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","40","H","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","31","H","ESTRANGER","81","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","75","D","ESPANYA","18","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","22","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","62","H","ESTRANGER","44","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","25","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","70","H","ESTRANGER","14","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","76","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","55","D","ESTRANGER","12","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","31","D","ESTRANGER","7","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","66","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","69","D","ESPANYA","44","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","84","H","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","34","D","ESTRANGER","60","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","50","D","ESTRANGER","16","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","49","H","ESPANYA","16","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","75","D","ESTRANGER","8","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","71","H","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","85","D","ESPANYA","18","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","38","D","ESTRANGER","28","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","60","H","ESPANYA","14","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","22","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","77","D","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","50","H","ESPANYA","28","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","69","D","ESPANYA","12","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","20","H","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","20","H","ESTRANGER","124","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","57","D","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","62","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","76","H","ESPANYA","31","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","59","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","53","D","ESPANYA","17","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","42","H","ESTRANGER","34","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","39","D","ESTRANGER","75","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","62","H","ESTRANGER","12","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","70","H","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","44","H","ESTRANGER","33","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","52","D","ESTRANGER","17","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","83","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","47","H","ESTRANGER","33","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","43","D","ESTRANGER","30","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","53","H","ESTRANGER","12","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","72","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","73","D","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","20","H","ESPANYA","19","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","50","D","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","20","D","ESPANYA","11","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","65","D","ESPANYA","35","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","71","D","ESPANYA","29","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","38","D","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","73","D","ESTRANGER","12","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","49","D","ESPANYA","15","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","52","D","ESPANYA","18","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","37","D","ESTRANGER","191","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","58","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","24","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","63","H","ESPANYA","73","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","32","H","ESTRANGER","207","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","51","D","ESTRANGER","19","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","36","D","ESTRANGER","71","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","68","H","ESTRANGER","27","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","19","H","ESTRANGER","110","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","58","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","74","D","ESTRANGER","14","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","59","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","77","D","ESPANYA","46","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","21","D","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","18","H","ESTRANGER","37","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","18","H","ESPANYA","138","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","31","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","37","H","ESTRANGER","82","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","57","D","ESTRANGER","25","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","36","D","ESTRANGER","31","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","38","D","ESPANYA","40","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","81","D","ESTRANGER","12","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","51","H","ESTRANGER","20","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","33","H","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","32","H","ESTRANGER","11","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","25","D","ESTRANGER","20","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","59","H","ESPANYA","17","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","26","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","71","H","ESPANYA","64","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","44","D","ESTRANGER","21","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","39","D","ESTRANGER","8","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","39","H","ESTRANGER","93","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","75","H","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","37","D","ESTRANGER","66","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","19","D","ESPANYA","148","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","76","D","ESTRANGER","8","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","46","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","66","D","ESPANYA","15","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","28","D","ESPANYA","27","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","17","H","ESPANYA","94","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","16","H","ESPANYA","148","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","42","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","73","D","ESTRANGER","26","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","96","D","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","44","H","ESTRANGER","30","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","67","H","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","66","D","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","17","D","ESTRANGER","58","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","55","D","ESPANYA","14","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","30","D","ESTRANGER","7","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","70","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","91","H","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","53","H","ESTRANGER","7","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","15","D","ESPANYA","286","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","33","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","15","D","ESPANYA","53","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","15","H","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","39","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","15","H","ESTRANGER","68","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","16","D","ESTRANGER","15","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","60","D","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","49","H","ESPANYA","17","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","31","D","ESTRANGER","170","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","71","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","79","D","ESPANYA","34","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","35","D","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","85","D","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","14","D","ESPANYA","42","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","69","D","ESTRANGER","9","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","37","D","ESTRANGER","12","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","69","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","40","D","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","44","H","ESTRANGER","15","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","15","D","ESTRANGER","22","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","42","D","ESPANYA","32","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","32","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","15","H","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","15","D","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","31","D","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","79","H","ESTRANGER","6","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","33","H","ESTRANGER","30","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","79","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","43","D","ESPANYA","15","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","15","H","ESTRANGER","18","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","17","H","ESPANYA","16","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","13","H","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","71","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","74","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","21","D","ESTRANGER","89","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","12","H","ESPANYA","83","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","40","H","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","39","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","12","H","ESPANYA","11","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","12","H","ESPANYA","15","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","22","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","76","D","ESPANYA","11","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","11","D","ESPANYA","229","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","11","H","ESPANYA","219","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","11","D","ESPANYA","59","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","11","H","ESPANYA","20","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","42","H","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","11","H","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","63","H","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","11","H","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","36","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","36","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","64","D","ESTRANGER","10","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","14","D","ESTRANGER","18","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","47","D","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","40","H","ESTRANGER","8","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","10","H","ESPANYA","219","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","37","D","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","58","D","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","36","D","ESTRANGER","11","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","10","D","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","11","D","ESTRANGER","69","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","10","D","ESTRANGER","22","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","25","H","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","93","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","29","H","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","10","D","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","70","D","ESPANYA","14","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","9","H","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","9","H","ESTRANGER","9","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","10","H","ESTRANGER","44","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","62","H","ESTRANGER","11","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","65","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","73","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","73","H","ESPANYA","22","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","10","H","ESTRANGER","23","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","71","D","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","8","H","ESPANYA","198","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","8","D","ESPANYA","62","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","8","H","ESPANYA","44","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","86","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","95","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","8","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","8","D","ESPANYA","28","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","9","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","16","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","8","H","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","11","H","ESTRANGER","66","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","8","H","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","72","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","40","D","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","31","H","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","9","H","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","7","D","ESPANYA","205","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","13","H","ESTRANGER","14","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","41","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","81","D","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","42","D","ESPANYA","12","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","87","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","72","H","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","31","H","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","28","D","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","29","H","ESTRANGER","32","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","6","D","ESPANYA","78","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","6","D","ESPANYA","24","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","6","H","ESTRANGER","62","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","6","H","ESPANYA","36","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","59","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","72","D","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","52","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","67","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
