ANY,MES,"MOTIU",NUMERO,"CODI_ENS","NOM_ENS"
2015,8,"DEFUNCIO",80,"4314820002","AJUNTAMENT DE TARRAGONA"
2015,9,"INSCRIPCIO INDEGUDA",1,"4314820002","AJUNTAMENT DE TARRAGONA"
2015,9,"EMIGRACIO",465,"4314820002","AJUNTAMENT DE TARRAGONA"
2015,9,"DEFUNCIO",77,"4314820002","AJUNTAMENT DE TARRAGONA"
2015,10,"INSCRIPCIO INDEGUDA",6,"4314820002","AJUNTAMENT DE TARRAGONA"
2015,10,"EMIGRACIO",418,"4314820002","AJUNTAMENT DE TARRAGONA"
2015,10,"DEFUNCIO",80,"4314820002","AJUNTAMENT DE TARRAGONA"
2015,11,"INSCRIPCIO INDEGUDA",3,"4314820002","AJUNTAMENT DE TARRAGONA"
2015,11,"EMIGRACIO",404,"4314820002","AJUNTAMENT DE TARRAGONA"
2015,11,"DEFUNCIO",75,"4314820002","AJUNTAMENT DE TARRAGONA"
2015,12,"INSCRIPCIO INDEGUDA",3,"4314820002","AJUNTAMENT DE TARRAGONA"
2015,12,"EMIGRACIO",382,"4314820002","AJUNTAMENT DE TARRAGONA"
2015,12,"DEFUNCIO",99,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,1,"INSCRIPCIO INDEGUDA",473,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,1,"EMIGRACIO",412,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,1,"DEFUNCIO",97,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,2,"INSCRIPCIO INDEGUDA",5,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,2,"EMIGRACIO",422,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,2,"DEFUNCIO",79,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,3,"INSCRIPCIO INDEGUDA",7,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,3,"EMIGRACIO",507,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,3,"DEFUNCIO",99,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,4,"INSCRIPCIO INDEGUDA",251,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,4,"EMIGRACIO",376,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,4,"DEFUNCIO",73,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,5,"INSCRIPCIO INDEGUDA",4,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,5,"EMIGRACIO",501,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,5,"DEFUNCIO",73,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,6,"INSCRIPCIO INDEGUDA",10,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,6,"EMIGRACIO",432,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,6,"DEFUNCIO",74,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,7,"INSCRIPCIO INDEGUDA",144,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,7,"EMIGRACIO",446,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,7,"DEFUNCIO",81,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,8,"INSCRIPCIO INDEGUDA",5,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,8,"EMIGRACIO",365,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,8,"DEFUNCIO",68,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,9,"INSCRIPCIO INDEGUDA",12,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,9,"EMIGRACIO",495,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,9,"DEFUNCIO",69,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,10,"INSCRIPCIO INDEGUDA",7,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,10,"EMIGRACIO",429,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,10,"DEFUNCIO",78,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,11,"INSCRIPCIO INDEGUDA",5,"4314820002","AJUNTAMENT DE TARRAGONA"
2014,11,"EMIGRACIO",388,"4314820002","AJUNTAMENT DE TARRAGONA"
