ANY,MES,"MOTIU",NUMERO,"CODI_ENS","NOM_ENS"
2013,12,"NEIXEMENT",97,"4314820002","AJUNTAMENT DE TARRAGONA"
2013,12,"CANVI RESIDENCIA",385,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,1,"OMISIO",54,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,1,"NEIXEMENT",166,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,1,"CANVI RESIDENCIA",607,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,2,"OMISIO",43,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,2,"NEIXEMENT",115,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,2,"CANVI RESIDENCIA",435,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,3,"OMISIO",32,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,3,"NEIXEMENT",117,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,3,"CANVI RESIDENCIA",604,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,4,"OMISIO",17,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,4,"NEIXEMENT",136,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,4,"CANVI RESIDENCIA",484,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,5,"OMISIO",28,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,5,"NEIXEMENT",135,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,5,"CANVI RESIDENCIA",499,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,6,"OMISIO",20,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,6,"NEIXEMENT",110,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,6,"CANVI RESIDENCIA",453,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,7,"OMISIO",20,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,7,"NEIXEMENT",102,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,7,"CANVI RESIDENCIA",438,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,8,"OMISIO",33,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,8,"NEIXEMENT",121,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,8,"CANVI RESIDENCIA",369,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,9,"OMISIO",17,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,9,"NEIXEMENT",129,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,9,"CANVI RESIDENCIA",503,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,10,"OMISIO",32,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,10,"NEIXEMENT",142,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,10,"CANVI RESIDENCIA",655,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,11,"OMISIO",26,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,11,"NEIXEMENT",109,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,11,"CANVI RESIDENCIA",494,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,12,"OMISIO",17,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,12,"NEIXEMENT",133,"4314820002","AJUNTAMENT DE TARRAGONA"
2012,12,"CANVI RESIDENCIA",436,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,1,"OMISIO",38,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,1,"NEIXEMENT",147,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,1,"CANVI RESIDENCIA",522,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,2,"OMISIO",67,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,2,"NEIXEMENT",131,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,2,"CANVI RESIDENCIA",518,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,3,"OMISIO",44,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,3,"NEIXEMENT",144,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,3,"CANVI RESIDENCIA",529,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,4,"OMISIO",27,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,4,"NEIXEMENT",103,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,4,"CANVI RESIDENCIA",434,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,5,"OMISIO",33,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,5,"NEIXEMENT",120,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,5,"CANVI RESIDENCIA",513,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,6,"OMISIO",32,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,6,"NEIXEMENT",114,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,6,"CANVI RESIDENCIA",547,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,7,"OMISIO",33,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,7,"NEIXEMENT",146,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,7,"CANVI RESIDENCIA",508,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,8,"OMISIO",30,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,8,"NEIXEMENT",139,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,8,"CANVI RESIDENCIA",510,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,9,"OMISIO",32,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,9,"NEIXEMENT",155,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,9,"CANVI RESIDENCIA",652,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,10,"OMISIO",43,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,10,"NEIXEMENT",148,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,10,"CANVI RESIDENCIA",635,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,11,"OMISIO",28,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,11,"NEIXEMENT",158,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,11,"CANVI RESIDENCIA",546,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,12,"OMISIO",28,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,12,"NEIXEMENT",139,"4314820002","AJUNTAMENT DE TARRAGONA"
2011,12,"CANVI RESIDENCIA",497,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,1,"OMISIO",28,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,1,"NEIXEMENT",185,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,1,"CANVI RESIDENCIA",544,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,2,"OMISIO",26,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,2,"NEIXEMENT",150,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,2,"CANVI RESIDENCIA",557,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,3,"OMISIO",77,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,3,"NEIXEMENT",191,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,3,"CANVI RESIDENCIA",614,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,4,"OMISIO",45,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,4,"NEIXEMENT",112,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,4,"CANVI RESIDENCIA",556,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,5,"OMISIO",40,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,5,"NEIXEMENT",166,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,5,"CANVI RESIDENCIA",560,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,6,"OMISIO",34,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,6,"NEIXEMENT",150,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,6,"CANVI RESIDENCIA",575,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,7,"OMISIO",44,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,7,"NEIXEMENT",175,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,7,"CANVI RESIDENCIA",530,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,8,"OMISIO",44,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,8,"NEIXEMENT",153,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,8,"CANVI RESIDENCIA",566,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,9,"OMISIO",39,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,9,"NEIXEMENT",174,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,9,"CANVI RESIDENCIA",595,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,10,"OMISIO",41,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,10,"NEIXEMENT",159,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,10,"CANVI RESIDENCIA",760,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,11,"OMISIO",33,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,11,"NEIXEMENT",182,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,11,"CANVI RESIDENCIA",514,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,12,"OMISIO",23,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,12,"NEIXEMENT",170,"4314820002","AJUNTAMENT DE TARRAGONA"
2010,12,"CANVI RESIDENCIA",456,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,1,"OMISIO",26,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,1,"NEIXEMENT",165,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,1,"CANVI RESIDENCIA",511,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,2,"OMISIO",30,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,2,"NEIXEMENT",177,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,2,"CANVI RESIDENCIA",535,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,3,"OMISIO",35,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,3,"NEIXEMENT",163,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,3,"CANVI RESIDENCIA",650,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,4,"OMISIO",30,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,4,"NEIXEMENT",144,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,4,"CANVI RESIDENCIA",564,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,5,"OMISIO",59,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,5,"NEIXEMENT",178,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,5,"CANVI RESIDENCIA",515,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,6,"OMISIO",34,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,6,"NEIXEMENT",160,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,6,"CANVI RESIDENCIA",542,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,7,"OMISIO",37,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,7,"NEIXEMENT",194,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,7,"CANVI RESIDENCIA",551,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,8,"OMISIO",14,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,8,"NEIXEMENT",157,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,8,"CANVI RESIDENCIA",461,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,9,"OMISIO",33,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,9,"NEIXEMENT",188,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,9,"CANVI RESIDENCIA",518,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,10,"OMISIO",34,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,10,"NEIXEMENT",153,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,10,"CANVI RESIDENCIA",680,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,11,"OMISIO",34,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,11,"NEIXEMENT",150,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,11,"CANVI RESIDENCIA",493,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,12,"OMISIO",17,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,12,"NEIXEMENT",184,"4314820002","AJUNTAMENT DE TARRAGONA"
2009,12,"CANVI RESIDENCIA",439,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,1,"OMISIO",35,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,1,"NEIXEMENT",188,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,1,"CANVI RESIDENCIA",818,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,2,"OMISIO",17,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,2,"NEIXEMENT",151,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,2,"CANVI RESIDENCIA",742,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,3,"OMISIO",16,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,3,"NEIXEMENT",176,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,3,"CANVI RESIDENCIA",882,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,4,"OMISIO",28,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,4,"NEIXEMENT",174,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,4,"CANVI RESIDENCIA",880,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,5,"OMISIO",15,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,5,"NEIXEMENT",192,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,5,"CANVI RESIDENCIA",716,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,6,"OMISIO",19,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,6,"NEIXEMENT",170,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,6,"CANVI RESIDENCIA",708,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,7,"OMISIO",29,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,7,"NEIXEMENT",192,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,7,"CANVI RESIDENCIA",716,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,8,"OMISIO",17,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,8,"NEIXEMENT",217,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,8,"CANVI RESIDENCIA",601,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,9,"OMISIO",26,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,9,"NEIXEMENT",179,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,9,"CANVI RESIDENCIA",726,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,10,"OMISIO",43,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,10,"NEIXEMENT",183,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,10,"CANVI RESIDENCIA",791,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,11,"OMISIO",24,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,11,"NEIXEMENT",181,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,11,"CANVI RESIDENCIA",646,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,12,"OMISIO",9,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,12,"NEIXEMENT",185,"4314820002","AJUNTAMENT DE TARRAGONA"
2008,12,"CANVI RESIDENCIA",473,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,1,"OMISIO",12,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,1,"NEIXEMENT",187,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,1,"CANVI RESIDENCIA",877,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,2,"OMISIO",23,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,2,"NEIXEMENT",174,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,2,"CANVI RESIDENCIA",798,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,3,"OMISIO",5,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,3,"NEIXEMENT",164,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,3,"CANVI RESIDENCIA",765,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,4,"OMISIO",6,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,4,"NEIXEMENT",158,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,4,"CANVI RESIDENCIA",788,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,5,"OMISIO",19,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,5,"NEIXEMENT",179,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,5,"CANVI RESIDENCIA",733,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,6,"OMISIO",44,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,6,"NEIXEMENT",185,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,6,"CANVI RESIDENCIA",753,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,7,"OMISIO",26,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,7,"NEIXEMENT",180,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,7,"CANVI RESIDENCIA",735,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,8,"OMISIO",24,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,8,"NEIXEMENT",171,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,8,"CANVI RESIDENCIA",779,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,9,"OMISIO",49,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,9,"NEIXEMENT",168,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,9,"CANVI RESIDENCIA",811,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,10,"OMISIO",37,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,10,"NEIXEMENT",201,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,10,"CANVI RESIDENCIA",1004,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,11,"OMISIO",23,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,11,"NEIXEMENT",211,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,11,"CANVI RESIDENCIA",850,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,12,"OMISIO",16,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,12,"NEIXEMENT",158,"4314820002","AJUNTAMENT DE TARRAGONA"
2007,12,"CANVI RESIDENCIA",608,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,1,"OMISIO",4,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,1,"NEIXEMENT",141,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,1,"CANVI RESIDENCIA",697,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,2,"OMISIO",4,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,2,"NEIXEMENT",166,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,2,"CANVI RESIDENCIA",656,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,3,"OMISIO",11,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,3,"NEIXEMENT",177,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,3,"CANVI RESIDENCIA",900,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,4,"OMISIO",3,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,4,"NEIXEMENT",161,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,4,"CANVI RESIDENCIA",569,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,5,"OMISIO",3,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,5,"NEIXEMENT",161,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,5,"CANVI RESIDENCIA",811,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,6,"OMISIO",9,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,6,"NEIXEMENT",168,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,6,"CANVI RESIDENCIA",784,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,7,"OMISIO",3,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,7,"NEIXEMENT",175,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,7,"CANVI RESIDENCIA",683,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,8,"OMISIO",2,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,8,"NEIXEMENT",178,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,8,"CANVI RESIDENCIA",756,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,9,"OMISIO",3,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,9,"NEIXEMENT",204,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,9,"CANVI RESIDENCIA",852,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,10,"OMISIO",4,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,10,"NEIXEMENT",220,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,10,"CANVI RESIDENCIA",782,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,11,"OMISIO",3,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,11,"NEIXEMENT",213,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,11,"CANVI RESIDENCIA",812,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,12,"OMISIO",5,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,12,"NEIXEMENT",187,"4314820002","AJUNTAMENT DE TARRAGONA"
2006,12,"CANVI RESIDENCIA",646,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,1,"OMISIO",2,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,1,"NEIXEMENT",184,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,1,"CANVI RESIDENCIA",671,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,2,"OMISIO",12,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,2,"NEIXEMENT",183,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,2,"CANVI RESIDENCIA",713,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,3,"OMISIO",8,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,3,"NEIXEMENT",173,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,3,"CANVI RESIDENCIA",757,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,4,"OMISIO",10,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,4,"NEIXEMENT",161,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,4,"CANVI RESIDENCIA",841,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,5,"OMISIO",6,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,5,"NEIXEMENT",164,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,5,"CANVI RESIDENCIA",773,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,6,"OMISIO",3,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,6,"NEIXEMENT",148,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,6,"CANVI RESIDENCIA",698,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,7,"OMISIO",3,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,7,"NEIXEMENT",141,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,7,"CANVI RESIDENCIA",660,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,8,"OMISIO",3,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,8,"NEIXEMENT",185,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,8,"CANVI RESIDENCIA",703,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,9,"OMISIO",3,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,9,"NEIXEMENT",155,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,9,"CANVI RESIDENCIA",842,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,10,"OMISIO",3,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,10,"NEIXEMENT",205,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,10,"CANVI RESIDENCIA",707,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,11,"OMISIO",2,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,11,"NEIXEMENT",177,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,11,"CANVI RESIDENCIA",637,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,12,"OMISIO",2,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,12,"NEIXEMENT",183,"4314820002","AJUNTAMENT DE TARRAGONA"
2005,12,"CANVI RESIDENCIA",657,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,1,"NEIXEMENT",158,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,1,"CANVI RESIDENCIA",528,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,2,"NEIXEMENT",158,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,2,"CANVI RESIDENCIA",546,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,3,"NEIXEMENT",144,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,3,"CANVI RESIDENCIA",603,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,4,"NEIXEMENT",168,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,4,"CANVI RESIDENCIA",656,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,5,"NEIXEMENT",159,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,5,"CANVI RESIDENCIA",616,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,6,"OMISIO",5,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,6,"NEIXEMENT",138,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,6,"CANVI RESIDENCIA",543,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,7,"OMISIO",10,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,7,"NEIXEMENT",175,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,7,"CANVI RESIDENCIA",654,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,8,"OMISIO",3,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,8,"NEIXEMENT",181,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,8,"CANVI RESIDENCIA",656,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,9,"OMISIO",6,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,9,"NEIXEMENT",189,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,9,"CANVI RESIDENCIA",724,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,10,"OMISIO",3,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,10,"NEIXEMENT",142,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,10,"CANVI RESIDENCIA",715,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,11,"OMISIO",2,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,11,"NEIXEMENT",169,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,11,"CANVI RESIDENCIA",697,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,12,"OMISIO",2,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,12,"NEIXEMENT",185,"4314820002","AJUNTAMENT DE TARRAGONA"
2004,12,"CANVI RESIDENCIA",646,"4314820002","AJUNTAMENT DE TARRAGONA"
